id,project_is_approved
p079792,0.851580068
p206611,0.829647318
p233647,0.758131057
p072113,0.817176476
p085444,0.86210376
p028452,0.906080477
p104178,0.873444602
p097168,0.678266376
p211339,0.912173577
p109077,0.680167168
p074743,0.683214635
p207729,0.754313722
p204533,0.811225653
p207665,0.684643239
p217044,0.857010275
p185822,0.886489667
p223903,0.913118906
p253408,0.844385132
p021838,0.74966073
p073176,0.686670214
p097703,0.900021136
p177982,0.898809873
p209800,0.773350164
p197472,0.747547805
p176198,0.832251415
p010602,0.906080477
p045059,0.658224195
p004465,0.782375365
p201661,0.667161882
p247377,0.816726163
p011839,0.850406751
p181589,0.848627031
p222352,0.783173099
p033095,0.859593302
p152161,0.89839606
p146348,0.633989185
p081351,0.813133195
p104086,0.912615515
p129944,0.92373272
p139971,0.807186693
p019840,0.739706665
p078847,0.840673566
p187359,0.79730992
p014981,0.906628318
p078888,0.818468556
p197493,0.912173577
p223807,0.834365338
p175173,0.796421766
p184290,0.882194385
p240381,0.916630998
p192045,0.911895752
p067483,0.895319015
p065985,0.740725875
p097988,0.864751935
p014378,0.720398575
p207504,0.924170777
p124497,0.639877588
p041514,0.72307691
p053087,0.892328635
p019766,0.797448874
p042248,0.906080477
p162955,0.821132883
p051634,0.896028057
p042928,0.660715193
p218938,0.8205235
p096669,0.729112893
p227913,0.892519675
p128332,0.896173492
p156792,0.786870986
p072391,0.828915313
p185449,0.828865424
p166909,0.786148027
p044691,0.874402925
p101409,0.867002934
p041121,0.906080477
p238590,0.907084703
p222387,0.706700116
p234051,0.868262917
p144094,0.742756516
p091725,0.674754262
p146744,0.911895752
p217132,0.881264918
p038548,0.891337134
p163490,0.928217009
p064027,0.899639927
p252418,0.895523615
p097793,0.735050619
p127908,0.838257417
p033793,0.641481042
p041765,0.793945402
p087059,0.686113805
p139864,0.729986101
p236252,0.912173577
p100085,0.85052909
p099517,0.706700116
p105054,0.731086254
p129742,0.693013132
p208479,0.851580068
p216392,0.819405675
p142815,0.780994847
p241790,0.906080477
p056395,0.715758294
p121254,0.881595843
p083120,0.896627851
p136618,0.763681322
p060713,0.904857285
p178996,0.850448623
p005636,0.912615515
p093473,0.912173577
p189408,0.900221214
p037253,0.761205286
p077833,0.896675155
p217127,0.881264918
p035918,0.826348677
p195304,0.807911545
p184006,0.907084703
p053912,0.906080477
p249361,0.730537415
p228033,0.804622263
p120177,0.791007355
p205087,0.860057428
p065516,0.887123592
p251979,0.876005307
p116508,0.678023368
p219918,0.632950872
p147330,0.718132704
p248641,0.724569947
p188743,0.832638875
p232753,0.669314772
p155252,0.702078998
p034381,0.851837724
p000855,0.639877588
p122818,0.876205124
p143606,0.8503813
p219622,0.819081336
p226159,0.654999197
p220735,0.854254499
p224764,0.787346348
p210363,0.851580068
p148574,0.871970966
p212574,0.749831319
p219336,0.914477348
p236757,0.836156264
p113674,0.92361708
p208748,0.860020161
p036325,0.867724866
p001219,0.906628318
p019963,0.918202437
p012286,0.905619673
p128031,0.72212261
p181273,0.816914096
p228160,0.726339579
p198162,0.886851303
p010888,0.838121951
p143333,0.769054592
p241664,0.911401592
p105195,0.685007632
p023056,0.739144385
p177916,0.7901351
p009005,0.639698148
p196258,0.848827899
p214997,0.682028174
p137578,0.906657703
p067204,0.916732028
p148065,0.788894713
p146297,0.915395789
p184635,0.751871362
p218157,0.646425366
p226936,0.829493612
p026264,0.789118186
p230219,0.854158729
p042040,0.850224122
p031495,0.84761861
p241951,0.797679096
p213119,0.817260176
p058032,0.796251237
p006519,0.779950231
p164910,0.910352178
p174119,0.706659228
p032059,0.803497359
p163776,0.748106897
p096322,0.909379736
p065487,0.692916214
p097627,0.906080477
p055152,0.811647192
p249493,0.827335596
p208294,0.808391824
p015148,0.737464041
p123415,0.901412614
p152876,0.887123592
p116942,0.815101534
p068889,0.712055713
p085299,0.753919974
p079235,0.748856664
p103973,0.900565438
p148248,0.912173577
p211888,0.826692611
p009471,0.696005285
p092215,0.9037866
p147914,0.696056634
p223502,0.87659099
p102524,0.896028057
p237245,0.86210376
p048211,0.85427925
p192594,0.723547667
p045414,0.800691992
p046340,0.805779785
p191783,0.815101534
p094757,0.84337157
p038959,0.652968019
p058620,0.848133296
p192466,0.805447161
p197025,0.826498643
p159919,0.908815384
p018322,0.794086784
p108689,0.907084703
p210835,0.725830436
p106448,0.79536894
p249270,0.915720358
p016889,0.859687164
p040535,0.664396942
p221436,0.813177705
p252788,0.662566036
p178590,0.870841935
p002105,0.854254499
p111215,0.896028057
p153809,0.80285871
p136364,0.721738756
p064316,0.878522657
p045197,0.837778479
p124829,0.896542013
p209156,0.912173577
p065013,0.825257525
p045231,0.732666939
p100288,0.816627204
p031464,0.806028634
p113289,0.906080477
p117143,0.74678421
p229301,0.645714998
p078655,0.846666545
p224758,0.708334446
p039688,0.72182253
p001540,0.892270736
p143087,0.80352971
p020642,0.757613212
p124035,0.848541185
p203040,0.907084703
p061998,0.639877588
p235499,0.714139372
p046971,0.655212671
p206955,0.708331257
p178452,0.902029864
p142364,0.779178008
p053540,0.869951069
p124937,0.668969542
p119018,0.752729103
p000157,0.857794106
p220155,0.906080477
p137944,0.925395891
p141499,0.906080477
p048850,0.84200941
p200050,0.813613355
p099920,0.906080477
p223762,0.816439569
p021241,0.803721279
p153453,0.780477896
p204229,0.797819585
p002626,0.872068927
p020711,0.908673368
p071519,0.886569552
p204935,0.877470195
p023511,0.868307725
p071406,0.850234464
p030547,0.761205286
p236657,0.655299395
p184656,0.719409794
p067503,0.924622767
p076599,0.927707523
p089074,0.912173577
p055453,0.748458892
p139328,0.6418854
p208968,0.875578143
p002749,0.730117917
p174178,0.836237907
p105305,0.890952885
p245431,0.864900753
p128746,0.838409722
p051923,0.915260099
p175721,0.808301181
p141223,0.915822387
p209236,0.854254499
p167949,0.875253461
p144580,0.832344443
p148508,0.868443057
p040285,0.89318011
p255901,0.838291213
p076050,0.918365583
p203493,0.895036146
p177206,0.738743335
p246769,0.913430847
p089435,0.822641715
p224769,0.814991131
p020437,0.765992999
p197991,0.875316232
p094460,0.787567794
p249184,0.905619673
p113797,0.918395229
p089926,0.840149418
p043569,0.719484031
p106653,0.877946205
p122795,0.807115301
p168410,0.924170777
p094641,0.785712153
p131396,0.706659228
p145834,0.762319833
p163359,0.782384753
p248284,0.706659228
p198336,0.915902585
p039392,0.905619673
p116103,0.781676546
p007013,0.84299548
p246365,0.797426492
p031862,0.660715193
p057169,0.637537658
p113992,0.771756291
p177589,0.886342235
p053595,0.797025457
p195970,0.917505123
p162775,0.906080477
p020715,0.839691848
p055399,0.650844008
p170111,0.906628318
p057193,0.748781383
p012815,0.909379736
p060915,0.923792161
p074675,0.780996099
p230410,0.694022298
p196664,0.735066712
p026826,0.917430997
p106945,0.895523615
p056997,0.849189341
p048707,0.829244092
p049393,0.853237674
p029744,0.907084703
p254903,0.92373272
p137968,0.847010568
p167990,0.906628318
p024721,0.915720358
p117630,0.658469856
p051830,0.914346606
p136585,0.721800417
p089751,0.914840102
p131552,0.867696509
p072309,0.631761193
p087218,0.857517213
p115313,0.69428575
p104224,0.769671246
p061626,0.899105877
p012000,0.706700116
p091153,0.912173577
p247255,0.906657703
p241234,0.722749144
p216123,0.834959581
p206047,0.818374828
p042087,0.757655039
p020207,0.921208367
p254036,0.826555461
p004083,0.833686695
p127557,0.883180454
p097962,0.906080477
p189947,0.802714676
p186106,0.687467754
p253210,0.871306628
p248708,0.906080477
p178246,0.917981863
p228978,0.725902677
p035568,0.800942287
p097664,0.686415255
p158443,0.916732028
p067169,0.787491798
p043477,0.915664591
p013552,0.850014925
p004535,0.86210376
p200154,0.719578743
p195162,0.720028967
p197342,0.906080477
p181588,0.847893402
p236836,0.692948371
p157230,0.890442125
p180852,0.747215688
p148868,0.922096655
p145811,0.778894246
p094617,0.835132658
p099327,0.87482591
p201292,0.89234589
p238540,0.742658198
p077949,0.703384489
p247510,0.917093195
p033076,0.731237382
p256480,0.904694721
p076769,0.654690087
p062521,0.891294472
p076054,0.736479163
p124278,0.837781981
p206560,0.912173577
p086388,0.896173492
p135523,0.838752836
p056186,0.751602888
p135913,0.909204759
p255466,0.732402772
p011944,0.71591872
p169028,0.748503387
p007872,0.785722181
p250842,0.871970966
p135510,0.82717146
p108985,0.76309599
p245638,0.897765584
p034008,0.887159802
p156741,0.689762563
p230621,0.907053992
p086259,0.754916161
p121630,0.790076897
p090584,0.793592975
p146782,0.858351022
p078643,0.831272647
p050414,0.885175392
p219184,0.754370123
p229229,0.721200317
p193613,0.638491601
p117414,0.821878701
p112114,0.912567854
p209691,0.875904731
p009360,0.7561066
p254068,0.801752001
p177866,0.915720358
p173135,0.909819797
p257491,0.892200984
p064520,0.778243437
p064901,0.79389289
p163146,0.855251163
p150965,0.895400636
p175930,0.887780175
p135491,0.821793362
p111598,0.912173577
p063022,0.790076897
p225619,0.784283176
p214363,0.63503018
p259744,0.712481648
p258350,0.770387948
p022962,0.647602737
p013411,0.908692263
p009502,0.906080477
p073028,0.847893402
p047973,0.909093946
p104551,0.792822644
p217620,0.921184935
p199884,0.816319108
p124793,0.756031558
p156660,0.871306628
p098242,0.897495642
p259010,0.750991449
p086558,0.644203722
p158022,0.905508488
p202231,0.926079802
p149156,0.796512336
p029467,0.863304511
p152032,0.687724471
p122840,0.919071183
p024645,0.700929642
p124167,0.896028057
p241316,0.718183756
p046379,0.743240684
p113280,0.925013833
p183113,0.845354125
p038727,0.818831429
p100041,0.792592213
p030392,0.862744793
p088141,0.88499672
p212210,0.849480122
p112526,0.850448623
p014522,0.912173577
p028621,0.785346434
p108505,0.919239506
p061556,0.892255493
p218884,0.662566036
p058425,0.859966472
p192422,0.845865414
p032720,0.834531471
p068000,0.901601821
p087904,0.905508488
p199278,0.874383524
p205243,0.915731385
p140121,0.637717932
p250008,0.782726914
p224866,0.84367466
p247101,0.906080477
p258581,0.920596913
p009757,0.809471995
p064907,0.924146868
p245071,0.706157446
p000726,0.803732529
p215139,0.906091183
p112968,0.91257561
p175695,0.727549076
p148311,0.737207025
p156499,0.857734397
p099284,0.890306808
p132455,0.778799683
p253487,0.682995707
p120462,0.913712077
p102609,0.638091236
p160645,0.918355197
p104179,0.742756516
p000666,0.831835464
p036209,0.746804923
p135102,0.897423066
p134193,0.906080477
p175806,0.767582342
p076194,0.808821589
p254862,0.747643709
p192299,0.839017406
p058811,0.668644309
p140571,0.787844419
p053238,0.809987873
p206579,0.79852663
p160818,0.874944776
p027854,0.911690861
p116776,0.917420425
p186365,0.906080477
p165331,0.875644296
p246564,0.757976443
p138124,0.920434505
p110953,0.905034356
p186214,0.793309793
p044778,0.714733303
p257962,0.907084703
p084487,0.921169512
p221290,0.901449375
p181360,0.694445074
p114370,0.853961572
p169726,0.853288963
p088261,0.881648213
p089733,0.895523615
p143200,0.906080477
p089333,0.696288377
p067206,0.835661754
p136629,0.901855744
p123285,0.879247382
p045613,0.894884855
p091258,0.780898586
p109990,0.777672946
p034945,0.912962563
p209215,0.804974198
p180896,0.719979495
p020986,0.725357354
p029081,0.899151042
p149371,0.848171309
p092316,0.852106944
p248888,0.718267202
p091658,0.809655637
p032913,0.908165157
p054741,0.837664559
p088809,0.692594945
p000884,0.808506534
p250108,0.8033043
p141013,0.917645082
p223746,0.720300108
p198971,0.77726084
p210354,0.877065726
p185480,0.804310307
p020002,0.917919658
p004176,0.915462129
p139424,0.804601341
p133590,0.86275354
p028969,0.632593542
p056535,0.898266278
p160239,0.748710692
p107783,0.789642915
p041410,0.880000077
p012368,0.805716231
p244769,0.71418485
p212460,0.774707735
p219249,0.644831777
p148412,0.757078528
p164417,0.906628318
p142374,0.847952142
p046842,0.916988358
p076648,0.900565438
p161830,0.672030598
p014015,0.909671359
p165474,0.688064098
p056483,0.907084703
p000532,0.84755528
p194930,0.841233119
p096974,0.786045238
p017548,0.805409089
p221036,0.894457623
p243890,0.881973661
p203836,0.678423613
p179365,0.917511657
p130248,0.793587074
p256311,0.824064195
p239758,0.918736205
p051974,0.71163711
p110368,0.922944196
p194208,0.911895752
p145258,0.915395789
p199434,0.796875596
p002850,0.707064658
p222550,0.837238178
p053816,0.888317317
p125835,0.851902261
p164096,0.901059449
p075105,0.771461159
p124229,0.790766284
p093763,0.804842085
p094690,0.755757511
p258365,0.792826235
p022588,0.889699571
p242099,0.913118906
p218124,0.702814013
p213245,0.819153756
p099429,0.750192076
p159954,0.732666939
p155453,0.912615515
p198478,0.913118906
p059565,0.906080477
p220176,0.744782001
p175848,0.781426728
p041405,0.800810263
p197041,0.806042477
p253509,0.906080477
p124739,0.917502128
p118282,0.906507529
p005286,0.697489917
p246944,0.769460902
p078030,0.770875886
p013257,0.761233941
p197157,0.751969904
p257172,0.875302531
p083458,0.778934598
p092170,0.860464111
p195815,0.923792161
p036972,0.806444019
p001080,0.845664755
p144625,0.835221574
p010260,0.917157061
p007734,0.877770677
p227563,0.862744793
p225936,0.825719893
p119988,0.867833912
p196189,0.755460665
p180227,0.688119233
p176336,0.807551578
p163516,0.907084703
p157886,0.762364104
p144904,0.912173577
p129205,0.7605858
p043372,0.790821299
p110068,0.7355479
p007341,0.874711588
p228272,0.831431851
p050657,0.65673548
p018289,0.913571119
p253075,0.907084703
p035816,0.879596077
p116074,0.917117231
p245626,0.788894713
p226048,0.704888642
p245435,0.780393153
p134914,0.671153456
p061557,0.750608683
p037533,0.74244377
p090538,0.692786455
p007729,0.684519023
p169881,0.917981863
p012192,0.702485889
p239204,0.907800108
p245090,0.916136414
p007251,0.664741248
p230912,0.747595161
p007283,0.702309936
p238895,0.906080477
p011941,0.796454355
p214398,0.856794849
p214516,0.794017464
p125508,0.860054612
p153948,0.901412614
p006182,0.819776163
p187280,0.659659147
p048932,0.712123066
p066118,0.880748816
p096752,0.817387804
p085233,0.767284378
p205770,0.905619673
p159463,0.863356814
p074489,0.914205298
p046662,0.899639927
p157897,0.760620892
p025188,0.924654283
p023274,0.816436768
p164405,0.899639927
p142465,0.911993444
p111439,0.773067355
p064680,0.912854686
p142809,0.919540264
p006247,0.903072782
p096942,0.793955863
p006643,0.896542013
p011099,0.902029864
p053046,0.923106968
p092138,0.693882763
p249750,0.714156508
p109566,0.866325393
p195570,0.891174942
p152325,0.688053638
p184563,0.917565212
p257519,0.839238167
p239603,0.907775164
p100017,0.773141265
p032737,0.91595383
p251043,0.731086254
p041341,0.713612914
p153867,0.916345499
p163754,0.830650985
p114663,0.862744793
p119245,0.746440619
p026989,0.905619673
p234149,0.899639927
p086050,0.830058143
p015894,0.857477814
p149358,0.702247828
p215530,0.895905599
p019705,0.896437757
p164001,0.851695925
p149741,0.854464456
p241012,0.759374037
p236428,0.911895752
p254247,0.814991131
p088054,0.911895752
p165236,0.915395789
p075408,0.717948556
p245303,0.794198319
p218679,0.837799579
p186795,0.66541478
p047683,0.85949479
p090548,0.849545166
p210440,0.906048618
p065716,0.682111263
p055864,0.771235883
p189758,0.671153456
p125661,0.697211564
p098104,0.866046727
p195543,0.74499324
p192258,0.899639927
p220168,0.906979613
p085191,0.704642743
p086029,0.808530629
p022535,0.781719148
p007921,0.715708107
p074011,0.905619673
p013199,0.916838199
p073895,0.88577541
p142700,0.872014731
p140592,0.736780554
p226024,0.644374371
p236281,0.729245275
p005221,0.851580068
p056472,0.914487191
p183663,0.703936458
p143574,0.912173577
p184253,0.816558942
p241669,0.766482055
p197335,0.80443643
p006030,0.849912286
p191788,0.901412614
p259028,0.722497821
p001094,0.710331887
p028645,0.912173577
p020094,0.846072972
p060838,0.844827995
p154850,0.725566208
p116757,0.780296504
p080932,0.887839064
p074445,0.820054695
p142125,0.773371905
p006057,0.851883397
p226378,0.688119233
p096326,0.678694695
p215745,0.796380699
p125924,0.887761869
p212112,0.918397181
p083206,0.821361423
p208197,0.681028068
p024945,0.912173577
p081296,0.917197339
p170010,0.78897506
p202766,0.664350569
p030310,0.789263695
p089828,0.844779462
p018497,0.875316232
p103940,0.844024539
p208004,0.925161809
p009711,0.785110205
p126522,0.701380372
p194545,0.906080477
p238444,0.736361623
p224946,0.813962042
p099914,0.865493163
p146611,0.862831414
p060469,0.782775953
p029111,0.693013132
p211742,0.82232587
p078771,0.823609874
p223177,0.735139847
p126111,0.643401057
p047518,0.906080477
p099964,0.636882335
p037604,0.727884412
p043841,0.636882335
p182378,0.855450302
p021065,0.741633654
p254668,0.816428825
p017238,0.906080477
p210994,0.924040958
p072800,0.85103552
p088063,0.6696091
p076038,0.752856553
p127239,0.789369866
p054326,0.840356156
p032113,0.78538461
p129276,0.841703504
p242627,0.694402665
p122350,0.728989422
p063394,0.684765697
p024343,0.778913692
p141770,0.89250467
p230910,0.745912939
p048847,0.715187311
p010600,0.634107679
p144900,0.6696091
p252705,0.906080477
p209242,0.822966293
p004828,0.860560149
p011338,0.896468967
p038108,0.738308877
p199462,0.820036978
p080226,0.912173577
p092698,0.823851243
p048970,0.814799324
p121665,0.681985497
p063410,0.849719495
p242564,0.909226403
p053037,0.906080477
p245860,0.916136414
p082390,0.923069879
p124591,0.851012185
p108643,0.828625008
p029115,0.751602888
p248626,0.913670033
p218192,0.712009341
p257834,0.82591486
p096524,0.659152031
p033706,0.670357764
p159212,0.918428555
p168949,0.901622251
p023244,0.771442026
p231388,0.845521107
p189968,0.789127365
p169025,0.713059962
p030519,0.754313722
p132908,0.645776659
p235217,0.679896444
p184397,0.684085339
p220758,0.785172984
p104835,0.89030806
p242011,0.800995976
p086779,0.736666769
p000948,0.778858274
p122491,0.873463362
p162636,0.851580068
p176742,0.787943959
p043069,0.906628318
p085458,0.896375559
p150416,0.909545377
p192626,0.901934676
p162233,0.83248432
p028637,0.758314863
p099251,0.906080477
p105221,0.709982902
p097753,0.844969258
p003718,0.906080477
p066934,0.895518482
p219110,0.796278253
p173241,0.72968334
p032544,0.918887235
p236076,0.739864826
p228031,0.834916025
p067678,0.921184935
p022344,0.650965363
p229494,0.898314595
p182044,0.916127622
p013008,0.815802604
p220709,0.881618567
p152081,0.847893402
p133252,0.900805891
p203521,0.822166815
p236659,0.912615515
p082991,0.872417554
p070028,0.911791243
p000321,0.801045969
p086855,0.794216707
p009299,0.839377999
p216664,0.917276666
p008114,0.691476971
p221185,0.699055552
p027086,0.900138013
p187786,0.813407749
p031921,0.912422821
p178872,0.916136414
p116934,0.767409891
p063324,0.873423427
p128289,0.802282929
p097821,0.907445028
p117249,0.723604172
p045221,0.818906248
p048760,0.664350569
p079104,0.764245108
p236277,0.660428405
p105817,0.84004885
p017836,0.802489892
p124732,0.896028057
p013796,0.91257561
p126129,0.839045048
p075117,0.713584244
p225980,0.834612638
p175353,0.733301073
p171455,0.802959397
p223735,0.688279867
p055881,0.826494351
p168361,0.759138852
p197807,0.912884235
p147365,0.732666939
p031372,0.646461368
p101649,0.683709711
p189276,0.912173577
p011314,0.924654283
p159022,0.864037052
p107840,0.665763319
p254504,0.910859466
p135575,0.774555594
p064961,0.895065419
p232655,0.757640645
p072964,0.906628318
p066923,0.896039777
p149377,0.906080477
p174549,0.916342206
p194079,0.777965665
p233846,0.747689337
p246237,0.631761193
p223140,0.735868543
p158760,0.89843788
p238310,0.8120711
p123993,0.915720358
p225606,0.775178358
p007100,0.912173577
p148336,0.836695746
p128282,0.672030598
p048176,0.78712441
p212099,0.748114854
p059455,0.906080477
p138077,0.906080477
p130542,0.813045457
p080397,0.8209676
p104618,0.801637635
p057700,0.791285336
p085767,0.894428208
p202279,0.920371294
p026024,0.769051895
p184037,0.797207847
p214918,0.676624447
p145354,0.638091236
p180456,0.86193414
p146593,0.691056788
p003454,0.837664559
p016308,0.912173577
p005543,0.820290014
p020872,0.639877588
p222867,0.691171795
p126690,0.917989381
p210023,0.911625132
p221203,0.897197999
p046986,0.824274182
p097244,0.889882468
p128966,0.732666939
p230300,0.745869994
p240067,0.842027858
p246312,0.895381764
p129340,0.78752923
p110581,0.736653775
p207067,0.906507529
p256091,0.811906636
p031786,0.92132052
p014445,0.783875942
p184463,0.920410529
p098163,0.803721279
p155321,0.891918287
p176628,0.899151042
p146670,0.918482795
p154276,0.864050061
p058062,0.898278832
p100579,0.906549916
p241233,0.76820083
p108679,0.817185074
p120596,0.756136775
p050551,0.906080477
p143653,0.778227359
p149112,0.917565212
p249885,0.835760519
p166325,0.907084703
p011589,0.782895386
p057166,0.638897419
p174622,0.751080886
p171396,0.84664394
p135330,0.678449571
p101674,0.787424043
p098340,0.770834848
p079166,0.864411682
p098618,0.764246225
p250759,0.906507529
p067325,0.906080477
p153776,0.669602394
p212324,0.90039742
p244511,0.86648868
p201517,0.895523615
p056275,0.760742426
p221791,0.850714877
p003938,0.801739335
p078660,0.671536267
p162979,0.906080477
p043869,0.760783851
p172864,0.700148195
p132792,0.901855744
p234441,0.810635537
p237616,0.646889865
p184098,0.922096655
p000351,0.861809745
p203297,0.891918287
p148605,0.72346431
p252258,0.908692263
p164274,0.716521025
p097445,0.675589681
p083580,0.862744793
p028841,0.906080477
p152370,0.916317821
p136734,0.825436071
p160445,0.853811949
p043573,0.853136271
p227998,0.785817862
p260058,0.910567433
p211486,0.789549947
p243216,0.906628318
p165766,0.906080477
p109423,0.915959753
p029645,0.778319865
p210650,0.876091972
p226780,0.85111922
p170244,0.906080477
p064134,0.922893122
p034274,0.636882335
p138041,0.67463845
p237681,0.89008233
p181849,0.788894713
p020012,0.68488583
p142112,0.906080477
p221312,0.779239625
